isolate,start,end
72407.2546.con.0003|provirus_198056_249075,198056,249075
573.66454.con.0006|provirus_261831_272703,261831,272703
573.66461.con.0021|provirus_1110_58175,1110,58175
573.66543.con.0021|provirus_2_49721,2,49721
573.67363.con.0023|provirus_1_34504,1,34504
573.67363.con.0032|provirus_2_7571,2,7571
573.67363.con.0017|provirus_94536_108587,94536,108587
573.67363.con.0009|provirus_1_21404,1,21404
573.67363.con.0009|provirus_208109_224212,208109,224212
573.67363.con.0007|provirus_2_11733,2,11733
72407.2512.con.0009|provirus_1_41645,1,41645
72407.2512.con.0007|provirus_9974_62509,9974,62509
72407.2615.con.0018|provirus_1_37419,1,37419
72407.2615.con.0065|provirus_20141_25719,20141,25719
72407.2615.con.0036|provirus_2_33864,2,33864
72407.2615.con.0031|provirus_8928_41909,8928,41909
72407.2176.con.0010|provirus_3_11447,3,11447
72407.2838.con.0009|provirus_168807_208017,168807,208017
573.65941.con.0033|provirus_19305_57174,19305,57174
573.65941.con.0043|provirus_1_9905,1,9905
574.87.con.0012|provirus_3_41134,3,41134
574.87.con.0004|provirus_115325_166125,115325,166125
573.66447.con.0022|provirus_27157_49125,27157,49125
573.66447.con.0005|provirus_206527_257771,206527,257771
573.66447.con.0015|provirus_133469_144910,133469,144910
573.66447.con.0005|provirus_42169_80777,42169,80777
JAQQWZ010000027|provirus_2_35055,2,35055
JAQQWZ010000033|provirus_34432_52843,34432,52843
JAQQWZ010000028|provirus_3_29284,3,29284
JAQQWZ010000001|provirus_314168_330271,314168,330271
573.66408.con.0003|provirus_517333_549783,517333,549783
573.66408.con.0001|provirus_431047_478162,431047,478162
573.66408.con.0023|provirus_17513_25630,17513,25630
573.66408.con.0003|provirus_440081_455184,440081,455184
JBBEFS010000001|provirus_5211839_5264190,5211839,5264190
JBBEFS010000001|provirus_4596720_4627739,4596720,4627739
JBBEFS010000001|provirus_5440155_5489594,5440155,5489594
JBBEFS010000001|provirus_2563950_2630222,2563950,2630222
JBBEFS010000001|provirus_1483291_1546295,1483291,1546295
JBBEFS010000001|provirus_353748_393886,353748,393886
JBBEFS010000001|provirus_1341558_1379308,1341558,1379308
JBBEFS010000001|provirus_2078018_2117171,2078018,2117171
573.66485.con.0012|provirus_133422_166878,133422,166878
573.66485.con.0003|provirus_1110_57743,1110,57743
72407.2219.con.0012|provirus_132827_166283,132827,166283
72407.2219.con.0005|provirus_42169_80777,42169,80777
72407.2649.con.0002|provirus_3_41790,3,41790
72407.2649.con.0001|provirus_342866_347500,342866,347500
72407.2649.con.0005|provirus_170995_207864,170995,207864
573.65989.con.0031|provirus_18625_41545,18625,41545
573.65989.con.0007|provirus_187313_221061,187313,221061
72407.2357.con.0002|provirus_252146_300711,252146,300711
72407.2357.con.0010|provirus_60441_94552,60441,94552
72407.2357.con.0002|provirus_421518_458456,421518,458456
573.66467.con.0014|provirus_1_34930,1,34930
573.66467.con.0039|provirus_3_12656,3,12656
573.66467.con.0003|provirus_200086_237570,200086,237570
573.66467.con.0006|provirus_265891_281994,265891,281994
573.66241.con.0003|provirus_299387_349942,299387,349942
573.66241.con.0006|provirus_26898_81145,26898,81145
72407.2648.con.0003|provirus_124323_178480,124323,178480
72407.2648.con.0014|provirus_58867_69821,58867,69821
72407.2415.con.0006|provirus_119446_155438,119446,155438
72407.2415.con.0018|provirus_1_49400,1,49400
573.66362.con.0006|provirus_3_16313,3,16313
573.66362.con.0012|provirus_3_19862,3,19862
573.66362.con.0003|provirus_42171_81246,42171,81246
573.66362.con.0008|provirus_218464_229336,218464,229336
573.66362.con.0013|provirus_113482_116669,113482,116669
573.66362.con.0006|provirus_355032_371317,355032,371317
72407.246.con.0005|provirus_125_16545,125,16545
72407.246.con.0006|provirus_82278_125361,82278,125361
72407.246.con.0013|provirus_1_11543,1,11543
72407.246.con.0024|provirus_2_15804,2,15804
72407.246.con.0003|provirus_259779_275882,259779,275882
72407.2655.con.0024|provirus_463_50231,463,50231
72407.2655.con.0021|provirus_6533_45141,6533,45141
573.66331.con.0007|provirus_228758_273826,228758,273826
573.66331.con.0012|provirus_167543_192955,167543,192955
573.66331.con.0008|provirus_206527_249857,206527,249857
573.66331.con.0016|provirus_129606_144241,129606,144241
573.66331.con.0008|provirus_42169_80777,42169,80777
72407.2421.con.0011|provirus_196411_231239,196411,231239
72407.2421.con.0003|provirus_359843_394254,359843,394254
72407.2354.con.0016|provirus_75853_110024,75853,110024
72407.2354.con.0010|provirus_2_13825,2,13825
72407.2354.con.0008|provirus_188596_191531,188596,191531
72407.2679.con.0024|provirus_17719_57682,17719,57682
72407.2679.con.0002|provirus_478414_521894,478414,521894
72407.2679.con.0001|provirus_279971_357991,279971,357991
72407.2679.con.0002|provirus_2_7965,2,7965
72407.2679.con.0003|provirus_3_5766,3,5766
72407.2679.con.0012|provirus_1_32516,1,32516
72407.2175.con.0003|provirus_352930_407094,352930,407094
72407.2175.con.0009|provirus_101123_119506,101123,119506
573.66458.con.0007|provirus_216604_260512,216604,260512
573.66458.con.0015|provirus_27187_59034,27187,59034
573.66458.con.0001|provirus_196181_240992,196181,240992
574.103.con.0028|provirus_20205_59094,20205,59094
574.103.con.0022|provirus_2_28408,2,28408
574.103.con.0010|provirus_64330_95962,64330,95962
574.103.con.0010|provirus_205249_219693,205249,219693
574.103.con.0016|provirus_113624_125262,113624,125262
573.66411.con.0001|provirus_1231997_1286018,1231997,1286018
573.66411.con.0001|provirus_60691_105111,60691,105111
573.66411.con.0007|provirus_74699_87709,74699,87709
72407.2881.con.0042|provirus_681_30231,681,30231
72407.2881.con.0003|provirus_71311_115372,71311,115372
72407.2881.con.0029|provirus_3_11481,3,11481
72407.2881.con.0014|provirus_94592_119500,94592,119500
72407.2881.con.0059|provirus_3_9231,3,9231
72407.2881.con.0003|provirus_123018_142189,123018,142189
72407.2881.con.0031|provirus_2_42269,2,42269
72407.2881.con.0012|provirus_58731_66918,58731,66918
72407.2459.con.0010|provirus_201762_218705,201762,218705
72407.2459.con.0016|provirus_135375_150807,135375,150807
72407.2459.con.0010|provirus_42816_80956,42816,80956
72407.2459.con.0004|provirus_347108_356281,347108,356281
72407.2459.con.0008|provirus_18582_45549,18582,45549
573.66507.con.0015|provirus_27157_60613,27157,60613
573.66507.con.0003|provirus_1110_57743,1110,57743
573.66076.con.0019|provirus_1_21845,1,21845
573.66076.con.0018|provirus_1_9552,1,9552
573.66076.con.0023|provirus_523_10223,523,10223
573.66076.con.0008|provirus_80831_101790,80831,101790
573.67369.con.0025|provirus_2_23983,2,23983
573.67369.con.0006|provirus_218362_261554,218362,261554
573.67369.con.0002|provirus_87054_129997,87054,129997
573.67369.con.0001|provirus_27157_61922,27157,61922
573.67369.con.0016|provirus_94537_108408,94537,108408
573.67369.con.0003|provirus_302955_340551,302955,340551
573.67369.con.0010|provirus_182809_198912,182809,198912
573.66237.con.0012|provirus_1_41279,1,41279
573.66237.con.0006|provirus_1_46065,1,46065
573.66237.con.0010|provirus_3_19862,3,19862
573.66237.con.0021|provirus_69874_87277,69874,87277
573.66237.con.0003|provirus_354769_393844,354769,393844
573.66237.con.0006|provirus_261831_272703,261831,272703
573.66237.con.0008|provirus_2_16287,2,16287
573.67362.con.0010|provirus_209063_248196,209063,248196
573.67362.con.0007|provirus_42_11543,42,11543
573.67362.con.0002|provirus_42_13194,42,13194
573.67362.con.0011|provirus_196196_229417,196196,229417
573.67362.con.0010|provirus_42171_81246,42171,81246
573.67362.con.0007|provirus_227330_238202,227330,238202
574.114.con.0005|provirus_189482_223930,189482,223930
574.114.con.0023|provirus_37588_59780,37588,59780
574.114.con.0015|provirus_114_11792,114,11792
574.114.con.0016|provirus_1_31704,1,31704
72407.2443.con.0004|provirus_285522_328289,285522,328289
72407.2443.con.0011|provirus_166595_179507,166595,179507
72407.2561.con.0010|provirus_75272_113094,75272,113094
72407.2561.con.0018|provirus_29475_67250,29475,67250
72407.2245.con.0023|provirus_1_12719,1,12719
72407.2245.con.0001|provirus_256134_303124,256134,303124
72407.2245.con.0008|provirus_268209_276975,268209,276975
573.66018.con.0012|provirus_108690_150183,108690,150183
573.66018.con.0014|provirus_2_38524,2,38524
573.66018.con.0021|provirus_1_30803,1,30803
573.66018.con.0023|provirus_27939_64966,27939,64966
573.66018.con.0028|provirus_35_20596,35,20596
573.66351.con.0006|provirus_3_16313,3,16313
573.66351.con.0007|provirus_309_17983,309,17983
573.66351.con.0010|provirus_3_19862,3,19862
573.66351.con.0003|provirus_42171_81246,42171,81246
573.66351.con.0007|provirus_233749_244621,233749,244621
573.66351.con.0013|provirus_113481_116668,113481,116668
573.66351.con.0006|provirus_355032_371317,355032,371317
72407.2244.con.0002|provirus_156382_213643,156382,213643
72407.2244.con.0010|provirus_191490_232999,191490,232999
72407.2244.con.0031|provirus_1_10617,1,10617
72407.2501.con.0086|provirus_3_9877,3,9877
72407.2501.con.0047|provirus_2_27800,2,27800
72407.2501.con.0053|provirus_2_17230,2,17230
72407.2501.con.0007|provirus_122601_140237,122601,140237
573.66267.con.0003|provirus_20_32470,20,32470
573.66267.con.0001|provirus_431049_478164,431049,478164
573.66267.con.0022|provirus_17513_25630,17513,25630
573.66267.con.0003|provirus_94619_109722,94619,109722
573.66267.con.0003|provirus_498585_524111,498585,524111
72407.2853.con.0020|provirus_2_13785,2,13785
72407.2853.con.0006|provirus_178740_230534,178740,230534
72407.2853.con.0015|provirus_38928_79593,38928,79593
72407.2805.con.0003|provirus_3_43607,3,43607
72407.2805.con.0004|provirus_27233_61468,27233,61468
72407.2805.con.0012|provirus_56671_67216,56671,67216
72407.2805.con.0003|provirus_185766_234199,185766,234199
72407.2805.con.0013|provirus_72949_91368,72949,91368
573.66336.con.0022|provirus_1_34504,1,34504
573.66336.con.0012|provirus_235_33241,235,33241
573.66336.con.0015|provirus_2_7763,2,7763
573.66336.con.0023|provirus_29846_59952,29846,59952
573.66336.con.0005|provirus_281154_293952,281154,293952
573.66336.con.0019|provirus_1_9974,1,9974
573.66336.con.0007|provirus_209356_230759,209356,230759
573.66336.con.0016|provirus_168_14219,168,14219
573.66336.con.0007|provirus_6548_22651,6548,22651
573.66336.con.0002|provirus_2_11733,2,11733
573.66336.con.0002|provirus_364413_379190,364413,379190
72407.236.con.0006|provirus_58_4119,58,4119
72407.236.con.0029|provirus_1_11543,1,11543
72407.236.con.0001|provirus_2_15804,2,15804
72407.236.con.0001|provirus_771811_787914,771811,787914
JANIOV010000001|provirus_4026739_4075334,4026739,4075334
JANIOV010000001|provirus_1268656_1324019,1268656,1324019
JANIOV010000001|provirus_3542801_3580783,3542801,3580783
JANIOV010000001|provirus_3324380_3359138,3324380,3359138
JANIOV010000001|provirus_1535712_1590367,1535712,1590367
72407.2183.con.0003|provirus_339187_410835,339187,410835
573.66317.con.0011|provirus_133422_166878,133422,166878
573.66317.con.0003|provirus_27_49364,27,49364
72407.2683.con.0002|provirus_268849_316519,268849,316519
72407.2683.con.0005|provirus_430801_462048,430801,462048
72407.2683.con.0004|provirus_18650_73720,18650,73720
72407.2683.con.0004|provirus_97848_135423,97848,135423
72407.2817.con.0006|provirus_180730_212721,180730,212721
573.66291.con.0013|provirus_133470_166926,133470,166926
573.66291.con.0008|provirus_42169_80777,42169,80777
573.65936.con.0016|provirus_221_44231,221,44231
573.65936.con.0041|provirus_27912_41467,27912,41467
72407.2672.con.0013|provirus_233_13707,233,13707
72407.2672.con.0032|provirus_1_12719,1,12719
72407.2672.con.0008|provirus_148891_157657,148891,157657
573.66392.con.0012|provirus_133422_166878,133422,166878
573.66392.con.0003|provirus_84_49421,84,49421
573.65975.con.0014|provirus_113194_136387,113194,136387
573.65975.con.0015|provirus_23059_56970,23059,56970
573.65975.con.0004|provirus_42355_78990,42355,78990
573.65975.con.0009|provirus_3_10781,3,10781
573.66481.con.0012|provirus_101124_135885,101124,135885
573.66481.con.0006|provirus_26898_78321,26898,78321
573.67352.con.0007|provirus_246290_283314,246290,283314
573.67352.con.0001|provirus_141201_185019,141201,185019
573.67352.con.0020|provirus_74178_88406,74178,88406
573.67352.con.0024|provirus_3_41138,3,41138
573.67352.con.0008|provirus_164426_177995,164426,177995
72407.2348.con.0022|provirus_415_44597,415,44597
72407.2348.con.0038|provirus_18782_28469,18782,28469
573.66005.con.0001|provirus_983045_1027929,983045,1027929
573.66005.con.0002|provirus_210942_248634,210942,248634
573.66005.con.0001|provirus_1054422_1093474,1054422,1093474
573.66489.con.0024|provirus_24962_63821,24962,63821
72407.2362.con.0009|provirus_88932_132753,88932,132753
72407.2362.con.0034|provirus_5201_45565,5201,45565
72407.2362.con.0038|provirus_18782_28469,18782,28469
574.109.con.0007|provirus_315673_348438,315673,348438
574.109.con.0003|provirus_177131_230984,177131,230984
573.65973.con.0003|provirus_87007_131216,87007,131216
573.65973.con.0029|provirus_18714_53566,18714,53566
573.65973.con.0010|provirus_140534_161248,140534,161248
573.65973.con.0033|provirus_27603_42631,27603,42631
573.65925.con.0007|provirus_184432_236505,184432,236505
573.65925.con.0002|provirus_346396_356351,346396,356351
72407.2818.con.0018|provirus_3_42889,3,42889
72407.2818.con.0004|provirus_2_23402,2,23402
72407.2818.con.0001|provirus_375705_395195,375705,395195
72407.2818.con.0004|provirus_327629_365567,327629,365567
72407.2818.con.0008|provirus_23793_37658,23793,37658
573.66302.con.0013|provirus_113481_154759,113481,154759
573.66302.con.0006|provirus_3_16313,3,16313
573.66302.con.0007|provirus_282998_329062,282998,329062
573.66302.con.0008|provirus_3_19862,3,19862
573.66302.con.0002|provirus_42171_81246,42171,81246
573.66302.con.0006|provirus_354566_370851,354566,370851
573.66302.con.0007|provirus_56360_67232,56360,67232
72407.2481.con.0016|provirus_113194_136387,113194,136387
72407.2481.con.0013|provirus_23059_56970,23059,56970
72407.2481.con.0005|provirus_42355_78990,42355,78990
72407.2481.con.0008|provirus_206218_216996,206218,216996
573.66443.con.0021|provirus_24529_81594,24529,81594
72407.2724.con.0016|provirus_70434_104537,70434,104537
72407.2724.con.0001|provirus_435800_479143,435800,479143
72407.2724.con.0005|provirus_62761_98804,62761,98804
573.65914.con.0019|provirus_614_38979,614,38979
573.65914.con.0018|provirus_89183_124295,89183,124295
573.65914.con.0007|provirus_208254_221691,208254,221691
573.65914.con.0014|provirus_113178_146719,113178,146719
573.66335.con.0003|provirus_27_49364,27,49364
574.67.con.0003|provirus_119691_166770,119691,166770
574.67.con.0011|provirus_27157_60613,27157,60613
574.67.con.0010|provirus_151877_199000,151877,199000
574.67.con.0021|provirus_34940_81626,34940,81626
574.67.con.0010|provirus_2_26127,2,26127
574.67.con.0021|provirus_957_12365,957,12365
573.66384.con.0009|provirus_3_19862,3,19862
573.66384.con.0005|provirus_353913_371316,353913,371316
573.66384.con.0003|provirus_501757_540832,501757,540832
573.66384.con.0013|provirus_113481_116668,113481,116668
573.66384.con.0007|provirus_56360_67232,56360,67232
573.66384.con.0005|provirus_2_16287,2,16287
573.66324.con.0007|provirus_98_12150,98,12150
573.66324.con.0013|provirus_3_3190,3,3190
573.66324.con.0010|provirus_196196_216055,196196,216055
573.66324.con.0002|provirus_501753_540828,501753,540828
573.66324.con.0009|provirus_218464_229336,218464,229336
573.66324.con.0007|provirus_350869_367154,350869,367154
72407.2673.con.0063|provirus_13_14104,13,14104
72407.2848.con.0018|provirus_62639_103521,62639,103521
72407.2848.con.0005|provirus_83394_127917,83394,127917
72407.2848.con.0028|provirus_9561_57515,9561,57515
72407.2872.con.0010|provirus_165280_208195,165280,208195
72407.2872.con.0007|provirus_280909_296212,280909,296212
72407.2872.con.0008|provirus_198052_237520,198052,237520
72407.2872.con.0007|provirus_55352_65877,55352,65877
573.66501.con.0012|provirus_133422_166878,133422,166878
573.66501.con.0003|provirus_1109_57742,1109,57742
573.66499.con.0021|provirus_1109_58174,1109,58174
72407.2416.con.0008|provirus_54271_105860,54271,105860
72407.2416.con.0021|provirus_24583_76728,24583,76728
72407.2416.con.0014|provirus_18648_72503,18648,72503
573.66219.con.0013|provirus_107402_140408,107402,140408
573.66219.con.0020|provirus_86999_96972,86999,96972
573.66219.con.0023|provirus_34_30140,34,30140
573.66219.con.0016|provirus_103806_111567,103806,111567
573.66219.con.0006|provirus_281154_293952,281154,293952
573.66219.con.0008|provirus_209356_230759,209356,230759
573.66219.con.0017|provirus_168_14219,168,14219
573.66219.con.0008|provirus_6548_22651,6548,22651
573.66219.con.0003|provirus_478135_489866,478135,489866
573.66219.con.0003|provirus_111220_125456,111220,125456
573.66521.con.0007|provirus_119334_150776,119334,150776
573.66521.con.0019|provirus_56_44157,56,44157
573.66521.con.0002|provirus_257_24866,257,24866
573.66521.con.0009|provirus_266750_301032,266750,301032
573.66521.con.0012|provirus_73684_112553,73684,112553
573.66521.con.0016|provirus_1_8581,1,8581
72407.2292.con.0001|provirus_78875_135138,78875,135138
72407.2383.con.0023|provirus_2_41027,2,41027
72407.2383.con.0002|provirus_265885_300158,265885,300158
72407.2383.con.0022|provirus_6725_22582,6725,22582
72407.2383.con.0019|provirus_26739_40167,26739,40167
573.66378.con.0014|provirus_3_41545,3,41545
573.66309.con.0010|provirus_3_19862,3,19862
573.66309.con.0013|provirus_3_3190,3,3190
573.66309.con.0006|provirus_353913_371316,353913,371316
573.66309.con.0003|provirus_502177_541252,502177,541252
573.66309.con.0009|provirus_215764_226636,215764,226636
573.66309.con.0006|provirus_2_16287,2,16287
573.66549.con.0015|provirus_60663_93068,60663,93068
573.66549.con.0001|provirus_431047_478162,431047,478162
573.66549.con.0027|provirus_17513_25630,17513,25630
573.66021.con.0019|provirus_2_41193,2,41193
573.66021.con.0077|provirus_16524_22700,16524,22700
573.66021.con.0098|provirus_5758_18121,5758,18121
573.66453.con.0002|provirus_879741_917958,879741,917958
573.66453.con.0002|provirus_238913_285727,238913,285727
573.66453.con.0018|provirus_329_37356,329,37356
573.66453.con.0009|provirus_2_35734,2,35734
573.66232.con.0012|provirus_133413_166869,133413,166869
573.66232.con.0003|provirus_85_49422,85,49422
72407.2201.con.0009|provirus_215643_258146,215643,258146
72407.2201.con.0012|provirus_156441_188428,156441,188428
72407.2201.con.0009|provirus_18650_72408,18650,72408
72407.2201.con.0019|provirus_14864_47680,14864,47680
72407.2429.con.0009|provirus_166769_217535,166769,217535
72407.2429.con.0018|provirus_7168_21188,7168,21188
573.66062.con.0006|provirus_97410_130730,97410,130730
573.66062.con.0012|provirus_100573_155471,100573,155471
573.66415.con.0024|provirus_1_8118,1,8118
573.66415.con.0014|provirus_20_32470,20,32470
573.66415.con.0001|provirus_431047_478162,431047,478162
72407.2596.con.0024|provirus_2854_51325,2854,51325
72407.2862.con.0007|provirus_224032_266093,224032,266093
72407.2862.con.0011|provirus_2_21173,2,21173
72407.2862.con.0010|provirus_2_11271,2,11271
72407.2862.con.0008|provirus_99804_150889,99804,150889
72407.2862.con.0017|provirus_60409_102487,60409,102487
72407.2665.con.0008|provirus_68097_113516,68097,113516
72407.2643.con.0023|provirus_90_31722,90,31722
72407.2643.con.0023|provirus_54804_63097,54804,63097
72407.2643.con.0024|provirus_5522_30864,5522,30864
72407.2643.con.0032|provirus_172_9859,172,9859
574.66.con.0023|provirus_2_38149,2,38149
574.66.con.0003|provirus_202079_235686,202079,235686
574.66.con.0028|provirus_15536_46463,15536,46463
574.66.con.0011|provirus_147661_163505,147661,163505
574.66.con.0032|provirus_18598_54206,18598,54206
573.66418.con.0012|provirus_107402_140408,107402,140408
573.66418.con.0022|provirus_1_34504,1,34504
573.66418.con.0019|provirus_86999_96972,86999,96972
573.66418.con.0005|provirus_1_12799,1,12799
573.66418.con.0015|provirus_2_7763,2,7763
573.66418.con.0023|provirus_34_30140,34,30140
573.66418.con.0016|provirus_94536_108587,94536,108587
573.66418.con.0007|provirus_209356_230759,209356,230759
573.66418.con.0007|provirus_6548_22651,6548,22651
573.66418.con.0002|provirus_478135_489866,478135,489866
573.66418.con.0002|provirus_111220_125456,111220,125456
573.65995.con.0012|provirus_55575_93397,55575,93397
573.65995.con.0018|provirus_33896_71671,33896,71671
573.66321.con.0013|provirus_235_33241,235,33241
573.66321.con.0021|provirus_2_7763,2,7763
573.66321.con.0023|provirus_29846_59952,29846,59952
573.66321.con.0006|provirus_281154_293952,281154,293952
573.66321.con.0019|provirus_1_9974,1,9974
573.66321.con.0008|provirus_209356_230759,209356,230759
573.66321.con.0016|provirus_168_14219,168,14219
573.66321.con.0008|provirus_6548_22651,6548,22651
573.66321.con.0003|provirus_478135_489866,478135,489866
573.66321.con.0003|provirus_111220_125456,111220,125456
72407.2544.con.0010|provirus_196222_209696,196222,209696
72407.2544.con.0026|provirus_55574_68292,55574,68292
72407.2544.con.0005|provirus_94_8860,94,8860
574.74.con.0005|provirus_1_39607,1,39607
574.74.con.0010|provirus_84331_127037,84331,127037
574.74.con.0020|provirus_1_9114,1,9114
574.74.con.0006|provirus_79_22960,79,22960
574.74.con.0006|provirus_170200_209934,170200,209934
574.74.con.0010|provirus_166134_190731,166134,190731
574.118.con.0005|provirus_386324_440466,386324,440466
72407.2341.con.0020|provirus_27239_59848,27239,59848
72407.2341.con.0002|provirus_110963_156542,110963,156542
72407.2389.con.0032|provirus_370_32457,370,32457
72407.2389.con.0052|provirus_22329_31459,22329,31459
72407.2389.con.0048|provirus_1_29436,1,29436
72407.2206.con.0006|provirus_50_44836,50,44836
72407.2206.con.0006|provirus_150540_192206,150540,192206
72407.2206.con.0046|provirus_10214_23682,10214,23682
573.65913.con.0003|provirus_280355_314885,280355,314885
573.65913.con.0009|provirus_100715_154121,100715,154121
573.65913.con.0005|provirus_280244_289241,280244,289241
573.66554.con.0012|provirus_117694_167398,117694,167398
573.66554.con.0014|provirus_84847_128675,84847,128675
573.66554.con.0005|provirus_113184_148079,113184,148079
573.66584.con.0021|provirus_1110_58175,1110,58175
573.66023.con.0004|provirus_151293_195259,151293,195259
573.66023.con.0008|provirus_195764_249949,195764,249949
573.66269.con.0021|provirus_1_34504,1,34504
573.66269.con.0016|provirus_39_12995,39,12995
573.66269.con.0022|provirus_34_30140,34,30140
573.66269.con.0019|provirus_86629_94390,86629,94390
573.66269.con.0014|provirus_94536_108587,94536,108587
573.66269.con.0007|provirus_209356_230759,209356,230759
573.66269.con.0007|provirus_6548_22651,6548,22651
573.66269.con.0002|provirus_478135_489866,478135,489866
573.66269.con.0002|provirus_111220_125456,111220,125456
72407.2609.con.0002|provirus_252148_300712,252148,300712
72407.2609.con.0002|provirus_328303_340394,328303,340394
72407.2782.con.0008|provirus_183276_193540,183276,193540
72407.2782.con.0032|provirus_3_38186,3,38186
72407.2782.con.0026|provirus_1_9285,1,9285
573.65932.con.0005|provirus_3_44717,3,44717
573.65932.con.0040|provirus_2_5754,2,5754
573.65932.con.0007|provirus_213491_222091,213491,222091
573.65932.con.0009|provirus_319_8994,319,8994
573.66382.con.0010|provirus_3_19862,3,19862
573.66382.con.0006|provirus_353913_371316,353913,371316
573.66382.con.0003|provirus_501757_540832,501757,540832
573.66382.con.0013|provirus_113481_116668,113481,116668
573.66382.con.0008|provirus_56360_67232,56360,67232
573.66382.con.0006|provirus_2_16287,2,16287
72407.2184.con.0007|provirus_207929_254653,207929,254653
72407.2184.con.0012|provirus_91200_135635,91200,135635
72407.2184.con.0031|provirus_27158_35926,27158,35926
72407.2184.con.0005|provirus_1_27379,1,27379
72407.2184.con.0002|provirus_1_9344,1,9344
72407.2877.con.0020|provirus_24874_72105,24874,72105
72407.2877.con.0026|provirus_16449_63068,16449,63068
573.66526.con.0022|provirus_24526_81591,24526,81591
573.66414.con.0031|provirus_1_8118,1,8118
573.66414.con.0015|provirus_60663_93113,60663,93113
573.66414.con.0001|provirus_303368_350483,303368,350483
573.66387.con.0010|provirus_3_19862,3,19862
573.66387.con.0006|provirus_353913_371316,353913,371316
573.66387.con.0003|provirus_42171_81246,42171,81246
573.66387.con.0009|provirus_218464_229336,218464,229336
573.66387.con.0013|provirus_113481_116668,113481,116668
573.66387.con.0006|provirus_2_16287,2,16287
573.66491.con.0012|provirus_1_41279,1,41279
573.66491.con.0018|provirus_3_16313,3,16313
573.66491.con.0007|provirus_282998_329062,282998,329062
573.66491.con.0010|provirus_3_19862,3,19862
573.66491.con.0003|provirus_502177_541252,502177,541252
573.66491.con.0007|provirus_56360_67232,56360,67232
72407.2423.con.0010|provirus_175967_220149,175967,220149
72407.2423.con.0028|provirus_94_9781,94,9781
72407.2397.con.0031|provirus_2_7464,2,7464
72407.2397.con.0017|provirus_109634_117053,109634,117053
72407.2397.con.0011|provirus_1_21142,1,21142
72407.2397.con.0003|provirus_1_28960,1,28960
72407.2397.con.0006|provirus_82501_126154,82501,126154
72407.2591.con.0007|provirus_3_43638,3,43638
573.66096.con.0007|provirus_39451_54696,39451,54696
573.66096.con.0028|provirus_11168_38990,11168,38990
72407.2266.con.0017|provirus_24676_78333,24676,78333
72407.2266.con.0012|provirus_18648_72503,18648,72503
72407.2419.con.0009|provirus_3_34831,3,34831
72407.2419.con.0011|provirus_194261_228672,194261,228672
72407.2419.con.0007|provirus_144362_155693,144362,155693
573.66424.con.0024|provirus_1_8118,1,8118
573.66424.con.0015|provirus_20_32470,20,32470
573.66424.con.0001|provirus_431049_478164,431049,478164
573.66424.con.0005|provirus_136_25662,136,25662
72407.2418.con.0008|provirus_54271_105860,54271,105860
72407.2545.con.0135|provirus_8469_13451,8469,13451
72407.2545.con.0082|provirus_24_12570,24,12570
72407.2545.con.0051|provirus_2_8777,2,8777
72407.2787.con.0022|provirus_45784_86639,45784,86639
72407.2787.con.0008|provirus_135972_169203,135972,169203
72407.2787.con.0002|provirus_76463_130898,76463,130898
72407.2787.con.0007|provirus_66752_121589,66752,121589
72407.2787.con.0015|provirus_3_12588,3,12588
573.66396.con.0001|provirus_168300_222321,168300,222321
573.66396.con.0001|provirus_1349207_1392534,1349207,1392534
573.66341.con.0011|provirus_27157_60613,27157,60613
573.66341.con.0003|provirus_1110_57743,1110,57743
72407.2249.con.0007|provirus_415_44597,415,44597
72407.2249.con.0031|provirus_18782_28469,18782,28469
573.67356.con.0021|provirus_41020_75523,41020,75523
573.67356.con.0002|provirus_2_7763,2,7763
573.67356.con.0014|provirus_94536_108587,94536,108587
573.67356.con.0008|provirus_209356_230759,209356,230759
573.67356.con.0008|provirus_6548_22651,6548,22651
573.67356.con.0002|provirus_574502_586233,574502,586233
573.66525.con.0022|provirus_24529_81594,24529,81594
574.102.con.0027|provirus_17719_57682,17719,57682
574.102.con.0010|provirus_72223_115703,72223,115703
574.102.con.0048|provirus_8237_12869,8237,12869
574.102.con.0007|provirus_229827_235599,229827,235599
574.102.con.0028|provirus_16581_49096,16581,49096
72407.2588.con.0020|provirus_1_42467,1,42467
72407.2588.con.0038|provirus_52711_56514,52711,56514
72407.2588.con.0011|provirus_55751_91795,55751,91795
72407.2513.con.0005|provirus_235669_290104,235669,290104
72407.2513.con.0003|provirus_27910_61141,27910,61141
72407.2513.con.0006|provirus_206968_225386,206968,225386
72407.2513.con.0018|provirus_59542_85884,59542,85884
573.65957.con.0002|provirus_253879_299888,253879,299888
573.65957.con.0004|provirus_265463_298469,265463,298469
573.65957.con.0007|provirus_47630_99592,47630,99592
573.65957.con.0018|provirus_3_100839,3,100839
573.66444.con.0011|provirus_27157_60613,27157,60613
573.66444.con.0003|provirus_325393_374730,325393,374730
72407.2228.con.0024|provirus_36337_50791,36337,50791
72407.2228.con.0008|provirus_27374_65594,27374,65594
72407.2228.con.0028|provirus_9679_31371,9679,31371
573.66381.con.0010|provirus_3_19862,3,19862
573.66381.con.0006|provirus_353913_371316,353913,371316
573.66381.con.0003|provirus_501757_540832,501757,540832
573.66381.con.0009|provirus_218464_229336,218464,229336
573.66381.con.0013|provirus_113481_116668,113481,116668
573.66381.con.0006|provirus_2_16287,2,16287
